vehicle_uid,name,year,fuel,seller_type,transmission,owner,brand,car_age
CAR_000975,Mahindra XUV300 W8 Option Diesel BSIV,2019,Diesel,Individual,Manual,First Owner,Mahindra,6
CAR_000976,Toyota Innova Crysta 2.4 VX MT BSIV,2017,Diesel,Individual,Manual,First Owner,Toyota,8
CAR_000977,Mahindra Thar CRDe,2018,Diesel,Individual,Manual,First Owner,Mahindra,7
CAR_000978,Maruti Swift Dzire ZDI,2018,Diesel,Individual,Manual,First Owner,Maruti,7
CAR_000979,Hyundai EON Magna Plus,2014,Petrol,Individual,Manual,First Owner,Hyundai,11
CAR_000980,Tata Hexa XM,2017,Diesel,Individual,Manual,First Owner,Tata,8
CAR_000981,Honda Mobilio E i DTEC,2017,Diesel,Individual,Manual,First Owner,Honda,8
CAR_000982,Maruti Ertiga ZDI,2015,Diesel,Individual,Manual,First Owner,Maruti,10
CAR_000983,Maruti Ciaz ZXi Plus,2015,Petrol,Individual,Manual,First Owner,Maruti,10
CAR_000984,Mahindra Scorpio LX,2010,Diesel,Individual,Manual,Third Owner,Mahindra,15
CAR_000985,Fiat Grande Punto EVO 1.3 Dynamic,2014,Diesel,Individual,Manual,First Owner,Fiat,11
CAR_000986,Hyundai Creta 1.6 CRDi SX Option,2015,Diesel,Individual,Manual,First Owner,Hyundai,10
CAR_000987,Ford Endeavour Hurricane Limited Edition,2007,Diesel,Individual,Automatic,Fourth & Above Owner,Ford,18
CAR_000988,Tata Indica Vista TDI LS,2014,Diesel,Individual,Manual,First Owner,Tata,11
CAR_000989,Land Rover Discovery S 2.0 SD4,2018,Petrol,Individual,Automatic,First Owner,Land,7
CAR_000990,Maruti Alto 800 LXI,2014,Petrol,Individual,Manual,First Owner,Maruti,11
CAR_000991,Hyundai i10 Era 1.1 iTech SE,2011,Petrol,Individual,Manual,Second Owner,Hyundai,14
CAR_000992,Maruti Vitara Brezza VDi Option,2018,Diesel,Individual,Manual,First Owner,Maruti,7
CAR_000993,Mahindra Scorpio SLE BSIV,2012,Diesel,Individual,Manual,First Owner,Mahindra,13
CAR_000994,Hyundai i20 Sportz Option 1.2,2016,Diesel,Individual,Manual,First Owner,Hyundai,9
CAR_000995,Hyundai Santro Xing GLS,2014,Petrol,Individual,Manual,Second Owner,Hyundai,11
CAR_000996,Tata Indica LSI,2006,Petrol,Individual,Manual,Second Owner,Tata,19
CAR_000997,Hyundai EON Era Plus,2012,Petrol,Individual,Manual,Third Owner,Hyundai,13
CAR_000998,Ford Endeavour 3.0L 4X4 AT,2011,Diesel,Individual,Automatic,Second Owner,Ford,14
CAR_000999,Hyundai Santro LE zipPlus,2001,Petrol,Individual,Manual,First Owner,Hyundai,24
CAR_001000,Hyundai Grand i10 1.2 Kappa Asta,2017,Diesel,Individual,Manual,First Owner,Hyundai,8
CAR_001001,Tata Indigo CR4,2013,Diesel,Individual,Manual,First Owner,Tata,12
CAR_001002,Mahindra Scorpio S11 BSIV,2018,Diesel,Individual,Unknown,First Owner,Mahindra,7
CAR_001003,Hyundai Creta 1.4 EX Diesel,2020,Diesel,Individual,Manual,First Owner,Hyundai,5
CAR_001004,Maruti Ritz LXI,2009,Petrol,Individual,Manual,First Owner,Maruti,16
CAR_001005,Hyundai i20 Magna 1.2,2016,Petrol,Individual,Manual,First Owner,Hyundai,9
CAR_001006,Hyundai Verna CRDi 1.6 SX,2017,Diesel,Individual,Manual,First Owner,Hyundai,8
CAR_001007,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Petrol,Individual,Manual,First Owner,Hyundai,6
CAR_001008,Maruti Alto LX,2007,Petrol,Individual,Manual,Second Owner,Maruti,18
CAR_001009,Honda Brio 1.2 S MT,2017,Petrol,Individual,Manual,First Owner,Honda,8
CAR_001010,Tata Nano Lx,2011,Petrol,Individual,Manual,First Owner,Tata,14
CAR_001011,Hyundai i20 Asta 1.4 CRDi,2013,Diesel,Individual,Manual,First Owner,Hyundai,12
CAR_001012,Tata Indigo LX,2011,Diesel,Individual,Manual,Second Owner,Tata,14
CAR_001013,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,Petrol,Individual,Manual,First Owner,Skoda,10
CAR_001014,Maruti Alto K10 VXI,2018,Petrol,Individual,Manual,First Owner,Maruti,7
CAR_001015,Tata Nano Lx,2011,Petrol,Individual,Manual,First Owner,Tata,14
CAR_001016,Maruti Ciaz 1.4 Delta,2018,Diesel,Individual,Unknown,First Owner,Maruti,7
CAR_001017,Maruti Alto LX,2009,Petrol,Individual,Manual,Second Owner,Maruti,16
CAR_001018,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,Petrol,Individual,Manual,First Owner,Ford,7
CAR_001019,Mahindra XUV500 W8 4WD,2012,Diesel,Dealer,Manual,First Owner,Mahindra,13
CAR_001020,Mitsubishi Pajero Sport 4X4,2012,Diesel,Dealer,Manual,Second Owner,Mitsubishi,13
CAR_001021,Ford Fiesta 1.5 TDCi Titanium,2011,Diesel,Dealer,Unknown,First Owner,Ford,14
CAR_001022,Mercedes-Benz C-Class Progressive C 220d,2018,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,7
CAR_001023,BMW 3 Series 320d Sport,2013,Diesel,Dealer,Automatic,First Owner,BMW,12
CAR_001024,BMW X5 xDrive 30d xLine,2019,Diesel,Dealer,Automatic,First Owner,BMW,6
CAR_001025,Honda City i-VTEC CVT ZX,2018,Petrol,Trustmark Dealer,Automatic,First Owner,Honda,7
CAR_001026,Chevrolet Beat Diesel LS,2011,Diesel,Individual,Manual,First Owner,Chevrolet,14
CAR_001027,BMW 3 Series GT Luxury Line,2017,Diesel,Individual,Automatic,First Owner,BMW,8
CAR_001028,Hyundai Grand i10 1.2 Kappa Magna AT,2017,Petrol,Dealer,Unknown,First Owner,Hyundai,8
CAR_001029,Maruti Ertiga VXI,2015,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,10
CAR_001030,Hyundai Grand i10 Magna AT,2017,Petrol,Dealer,Automatic,First Owner,Hyundai,8
CAR_001031,Chevrolet Beat LT Option,2016,Petrol,Dealer,Unknown,First Owner,Chevrolet,9
CAR_001032,Toyota Fortuner 4x2 AT,2017,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,8
CAR_001033,Hyundai i10 Magna,2012,Petrol,Dealer,Manual,First Owner,Hyundai,13
CAR_001034,Audi A6 2.0 TDI Premium Plus,2013,Diesel,Dealer,Automatic,First Owner,Audi,12
CAR_001035,Maruti Baleno Delta 1.2,2017,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,8
CAR_001036,Maruti Baleno Alpha CVT,2018,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti,7
CAR_001037,Hyundai i20 1.4 Magna Executive,2013,Diesel,Dealer,Manual,First Owner,Hyundai,12
CAR_001038,Maruti Baleno Zeta,2016,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,9
CAR_001039,Mahindra Verito 1.5 D4 BSIV,2015,Diesel,Individual,Manual,First Owner,Mahindra,10
CAR_001040,Hyundai Xcent 1.2 Kappa S,2015,Petrol,Individual,Manual,First Owner,Hyundai,10
CAR_001041,Honda City VTEC,2003,Petrol,Individual,Manual,Fourth & Above Owner,Honda,22
CAR_001042,Maruti Swift Dzire VDi,2011,Diesel,Individual,Manual,Third Owner,Maruti,14
CAR_001043,Ford Endeavour 3.2 Titanium AT 4X4,2016,Diesel,Individual,Unknown,First Owner,Ford,9
CAR_001044,Tata Xenon XT EX 4X2,2012,Diesel,Individual,Manual,Second Owner,Tata,13
CAR_001045,Nissan Terrano XL Plus 85 PS,2014,Diesel,Individual,Manual,Second Owner,Nissan,11
CAR_001046,Maruti Eeco 7 Seater Standard BSIV,2018,Petrol,Individual,Unknown,First Owner,Maruti,7
CAR_001047,Maruti Ertiga ZDI,2012,Diesel,Individual,Manual,Second Owner,Maruti,13
CAR_001048,Ford Ecosport 1.5 DV5 MT Ambiente,2013,Diesel,Individual,Manual,Second Owner,Ford,12
CAR_001049,Skoda Laura Elegance 1.9 TDI  AT,2010,Diesel,Individual,Automatic,Second Owner,Skoda,15
CAR_001050,Hyundai EON 1.0 Era Plus,2017,Petrol,Individual,Manual,First Owner,Hyundai,8
CAR_001051,Tata Indica GLS BS IV,2008,Petrol,Individual,Manual,First Owner,Tata,17
CAR_001052,Tata Indica DLS,2006,Diesel,Individual,Manual,First Owner,Tata,19
CAR_001053,Maruti Alto 800 LXI Airbag,2014,Petrol,Individual,Unknown,First Owner,Maruti,11
CAR_001054,Mahindra Bolero SLX 2WD,2010,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,15
CAR_001055,Mahindra Jeep MM 540,2007,Diesel,Individual,Manual,Second Owner,Mahindra,18
CAR_001056,Mahindra Scorpio 1.99 S10,2014,Diesel,Individual,Manual,Second Owner,Mahindra,11
CAR_001057,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,Diesel,Individual,Manual,Third Owner,Mahindra,10
CAR_001058,Skoda Octavia Elegance 2.0 TDI AT,2014,Diesel,Individual,Automatic,Third Owner,Skoda,11
CAR_001059,Chevrolet Beat Diesel LS,2012,Diesel,Individual,Manual,First Owner,Chevrolet,13
CAR_001060,Honda Jazz 1.5 VX i DTEC,2018,Diesel,Dealer,Manual,First Owner,Honda,7
CAR_001061,Honda City i-VTEC ZX,2018,Petrol,Dealer,Manual,First Owner,Honda,7
CAR_001062,Maruti Swift LXI,2011,Petrol,Individual,Manual,First Owner,Maruti,14
CAR_001063,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,Diesel,Individual,Automatic,First Owner,Maruti,7
CAR_001064,Maruti Celerio LXI MT BSIV,2019,Petrol,Individual,Manual,First Owner,Maruti,6
CAR_001065,Renault Captur 1.5 Diesel RXT,2017,Diesel,Individual,Manual,First Owner,Renault,8
CAR_001066,Audi A4 30 TFSI Technology,2018,Petrol,Individual,Automatic,First Owner,Audi,7
CAR_001067,Honda Amaze VX Diesel BSIV,2018,Diesel,Dealer,Manual,First Owner,Honda,7
CAR_001068,Toyota Corolla Altis 1.8 VL AT,2010,Petrol,Individual,Automatic,Third Owner,Toyota,15
CAR_001069,Honda Amaze VX Petrol BSIV,2018,Petrol,Dealer,Manual,First Owner,Honda,7
CAR_001070,Maruti Alto 800 VXI,2016,Petrol,Individual,Manual,First Owner,Maruti,9
CAR_001071,Honda Amaze VX Diesel BSIV,2018,Diesel,Dealer,Manual,First Owner,Honda,7
CAR_001072,Honda Amaze VX i-VTEC,2018,Petrol,Dealer,Manual,First Owner,Honda,7
CAR_001073,Hyundai Grand i10 Asta Option,2017,Diesel,Individual,Unknown,Second Owner,Hyundai,8
CAR_001074,Mahindra KUV 100 mFALCON G80 K2,2016,Petrol,Individual,Manual,First Owner,Mahindra,9
CAR_001075,Maruti Zen Estilo Sports,2008,Petrol,Individual,Manual,First Owner,Maruti,17
CAR_001076,Maruti Ertiga ZDI Plus,2019,Diesel,Individual,Manual,First Owner,Maruti,6
CAR_001077,Renault Lodgy 85PS RxL,2015,Diesel,Individual,Manual,First Owner,Renault,10
CAR_001078,Audi A4 3.0 TDI Quattro,2013,Diesel,Dealer,Automatic,First Owner,Audi,12
CAR_001079,Audi Q3 2.0 TDI Quattro Premium Plus,2015,Diesel,Dealer,Automatic,First Owner,Audi,10
CAR_001080,Tata Zest Revotron 1.2T XMS,2018,Petrol,Dealer,Manual,Second Owner,Tata,7
CAR_001081,Audi A6 2.0 TDI  Design Edition,2014,Diesel,Dealer,Automatic,First Owner,Audi,11
CAR_001082,Audi Q5 2.0 TFSI Quattro Premium Plus,2014,Diesel,Dealer,Automatic,First Owner,Audi,11
CAR_001083,Hyundai Santro Xing XL eRLX Euro III,2005,Petrol,Dealer,Manual,Second Owner,Hyundai,20
CAR_001084,Ford EcoSport 1.5 TDCi Titanium BSIV,2018,Diesel,Dealer,Manual,First Owner,Ford,7
CAR_001085,Datsun GO T Petrol,2015,Petrol,Dealer,Manual,First Owner,Datsun,10
CAR_001086,Mahindra Jeep CJ 500 DI,2006,Diesel,Dealer,Manual,First Owner,Mahindra,19
CAR_001087,Renault Pulse RxZ,2017,Diesel,Dealer,Manual,First Owner,Renault,8
CAR_001088,Hyundai Grand i10 Magna,2017,Petrol,Dealer,Manual,First Owner,Hyundai,8
CAR_001089,Land Rover Discovery Sport SD4 HSE Luxury,2016,Diesel,Dealer,Automatic,First Owner,Land,9
CAR_001090,Renault KWID 1.0 RXT Optional,2018,Petrol,Dealer,Manual,First Owner,Renault,7
CAR_001091,Maruti Baleno Alpha 1.3,2017,Diesel,Dealer,Manual,First Owner,Maruti,8
CAR_001092,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,Petrol,Dealer,Manual,First Owner,Volkswagen,8
CAR_001093,Toyota Etios VD,2014,Diesel,Dealer,Manual,First Owner,Toyota,11
CAR_001094,Chevrolet Cruze LTZ AT,2017,Diesel,Dealer,Automatic,First Owner,Chevrolet,8
CAR_001095,Honda City i-VTEC SV,2014,Petrol,Dealer,Manual,First Owner,Honda,11
CAR_001096,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,Petrol,Dealer,Manual,First Owner,Volkswagen,8
CAR_001097,Tata Nexon 1.5 Revotorq XZ,2017,Diesel,Dealer,Manual,First Owner,Tata,8
CAR_001098,Hyundai EON Magna Plus,2015,Petrol,Individual,Manual,First Owner,Hyundai,10
CAR_001099,Tata Sumo Gold EX,2016,Diesel,Individual,Manual,First Owner,Tata,9
CAR_001100,Honda City i DTEC VX,2014,Diesel,Individual,Manual,First Owner,Honda,11
CAR_001101,Tata Indica DLE,2005,Diesel,Individual,Manual,First Owner,Tata,20
CAR_001102,Tata Indica DLS,2006,Diesel,Individual,Manual,Second Owner,Tata,19
CAR_001103,Tata Indigo LX,2009,Diesel,Individual,Manual,Third Owner,Tata,16
CAR_001104,Ford EcoSport 1.5 TDCi Titanium BSIV,2018,Diesel,Dealer,Manual,First Owner,Ford,7
CAR_001105,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,Petrol,Individual,Manual,First Owner,Ford,10
CAR_001106,Honda City S,2012,Petrol,Individual,Manual,Second Owner,Honda,13
CAR_001107,Maruti Swift Dzire VDI,2015,Diesel,Individual,Manual,First Owner,Maruti,10
CAR_001108,Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,11
CAR_001109,Toyota Innova 2.5 VX 8 STR,2012,Diesel,Individual,Unknown,First Owner,Toyota,13
CAR_001110,Maruti Omni MPI STD BSIV,2016,Petrol,Individual,Manual,First Owner,Maruti,9
CAR_001111,Maruti Alto LXi,2006,Petrol,Individual,Manual,Third Owner,Maruti,19
CAR_001112,Tata Indica GLS BS IV,2010,Petrol,Individual,Manual,First Owner,Tata,15
CAR_001113,Maruti S-Cross Zeta DDiS 200 SH,2018,Diesel,Individual,Manual,First Owner,Maruti,7
CAR_001114,Mahindra Xylo D4 BSIV,2013,Diesel,Individual,Manual,Second Owner,Mahindra,12
CAR_001115,Toyota Innova Crysta 2.5 VX BS IV,2011,Diesel,Individual,Manual,First Owner,Toyota,14
CAR_001116,Hyundai Verna CRDi 1.6 AT SX Option,2018,Diesel,Individual,Automatic,First Owner,Hyundai,7
CAR_001117,Toyota Innova 2.5 V Diesel 7-seater,2005,Diesel,Individual,Manual,First Owner,Toyota,20
CAR_001118,Maruti Swift Dzire VDI,2016,Diesel,Individual,Manual,First Owner,Maruti,9
CAR_001119,Hyundai i20 Asta 1.2,2016,Petrol,Individual,Manual,First Owner,Hyundai,9
CAR_001120,Mahindra Scorpio S2 7 Seater,2016,Diesel,Individual,Manual,First Owner,Mahindra,9
CAR_001121,Hyundai i10 Magna 1.2 iTech SE,2009,Petrol,Individual,Manual,Third Owner,Hyundai,16
CAR_001122,Mahindra Bolero DI,2007,Diesel,Individual,Unknown,First Owner,Mahindra,18
CAR_001123,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,Petrol,Individual,Manual,First Owner,Hyundai,7
CAR_001124,Hyundai Santro Xing XS,2009,Petrol,Individual,Manual,Second Owner,Hyundai,16
CAR_001125,Chevrolet Beat Diesel LS,2012,Diesel,Individual,Manual,First Owner,Chevrolet,13
CAR_001126,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,Diesel,Individual,Automatic,First Owner,Mahindra,14
CAR_001127,Maruti Esteem VX,1999,Petrol,Individual,Manual,Second Owner,Maruti,26
CAR_001128,Maruti Swift Vdi BSIII,2010,Diesel,Individual,Manual,Second Owner,Maruti,15
CAR_001129,Honda Amaze S i-Dtech,2015,Diesel,Individual,Manual,First Owner,Honda,10
CAR_001130,Mahindra Scorpio VLS AT 2.2 mHAWK,2010,Diesel,Individual,Automatic,Second Owner,Mahindra,15
CAR_001131,Maruti Alto 800 LXI,2015,Petrol,Individual,Manual,Second Owner,Maruti,10
CAR_001132,Maruti Alto LXi BSIII,2008,Diesel,Individual,Manual,Second Owner,Maruti,17
CAR_001133,Datsun RediGO T Option,2017,Petrol,Individual,Manual,First Owner,Datsun,8
CAR_001134,Hyundai Grand i10 CRDi Sportz,2015,Diesel,Individual,Manual,First Owner,Hyundai,10
CAR_001135,Hyundai Santro Xing XG AT,2006,Petrol,Individual,Automatic,Second Owner,Hyundai,19
CAR_001136,Skoda Yeti Ambition 4X2,2012,Diesel,Individual,Manual,Second Owner,Skoda,13
CAR_001137,Hyundai Verna 1.6 SX,2012,Diesel,Individual,Manual,Third Owner,Hyundai,13
CAR_001138,Ford Ecosport 1.5 DV5 MT Titanium,2013,Diesel,Individual,Manual,First Owner,Ford,12
CAR_001139,Maruti Wagon R LXI CNG,2013,CNG,Individual,Manual,Second Owner,Maruti,12
CAR_001140,Maruti Swift Dzire VXi,2009,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,16
CAR_001141,Maruti Wagon R LXI CNG,2013,CNG,Individual,Manual,Second Owner,Maruti,12
CAR_001142,Volkswagen Polo Diesel Trendline 1.2L,2010,Diesel,Individual,Manual,Fourth & Above Owner,Volkswagen,15
CAR_001143,Maruti Eeco 5 Seater AC BSIV,2017,Diesel,Dealer,Manual,First Owner,Maruti,8
CAR_001144,Hyundai Verna SX,2007,Petrol,Dealer,Manual,First Owner,Hyundai,18
CAR_001145,Honda Jazz 1.5 VX i DTEC,2015,Diesel,Individual,Unknown,First Owner,Honda,10
CAR_001146,Maruti SX4 Celebration Petrol,2012,Petrol,Individual,Manual,Second Owner,Maruti,13
CAR_001147,Hyundai i20 Active S Diesel,2018,Diesel,Dealer,Unknown,First Owner,Hyundai,7
CAR_001148,Maruti Alto 800 LXI,2018,Petrol,Dealer,Manual,First Owner,Maruti,7
CAR_001149,Honda Amaze V CVT Petrol BSIV,2018,Petrol,Dealer,Unknown,First Owner,Honda,7
CAR_001150,Maruti Ciaz ZXi,2016,Petrol,Dealer,Manual,First Owner,Maruti,9
CAR_001151,Hyundai i20 Active SX Petrol,2016,Petrol,Dealer,Manual,First Owner,Hyundai,9
CAR_001152,Hyundai i10 Magna,2012,Petrol,Dealer,Manual,First Owner,Hyundai,13
CAR_001153,Nissan Terrano XL 85 PS,2014,Diesel,Dealer,Manual,First Owner,Nissan,11
CAR_001154,Tata New Safari DICOR 2.2 EX 4x2,2012,Diesel,Dealer,Manual,First Owner,Tata,13
CAR_001155,Hyundai EON Magna Plus,2015,Petrol,Dealer,Manual,First Owner,Hyundai,10
CAR_001156,Mahindra Bolero B6,2016,Diesel,Dealer,Manual,First Owner,Mahindra,9
CAR_001157,BMW X1 sDrive 20d xLine,2017,Diesel,Individual,Unknown,First Owner,BMW,8
CAR_001158,Mahindra Scorpio SLE BS IV,2014,Diesel,Dealer,Manual,First Owner,Mahindra,11
CAR_001159,Maruti Swift Dzire 1.2 Vxi BSIV,2014,Petrol,Dealer,Manual,Second Owner,Maruti,11
CAR_001160,Maruti Ertiga ZXI,2014,Petrol,Dealer,Manual,First Owner,Maruti,11
CAR_001161,Maruti Alto LX,2011,Petrol,Dealer,Manual,First Owner,Maruti,14
CAR_001162,Maruti Swift ZDI Plus,2015,Diesel,Dealer,Manual,Second Owner,Maruti,10
CAR_001163,Maruti Alto LX,2004,Petrol,Individual,Unknown,First Owner,Maruti,21
CAR_001164,Maruti Wagon R VXI BSIII,2006,Petrol,Individual,Manual,Second Owner,Maruti,19
CAR_001165,Chevrolet Tavera Neo 2 LT L 9 Str,2012,Diesel,Individual,Unknown,First Owner,Chevrolet,13
CAR_001166,Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,Diesel,Individual,Manual,Second Owner,Tata,13
CAR_001167,Renault Duster 85PS Diesel RxL Plus,2013,Diesel,Individual,Manual,Second Owner,Renault,12
CAR_001168,Maruti Swift Dzire Vdi BSIV,2011,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,14
CAR_001169,Maruti Wagon R VXI BSIII,2004,Petrol,Individual,Manual,Second Owner,Maruti,21
CAR_001170,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,Diesel,Individual,Manual,Second Owner,Toyota,11
CAR_001171,Mahindra Bolero Power Plus SLX,2018,Diesel,Individual,Manual,First Owner,Mahindra,7
CAR_001172,Maruti Swift 1.3 VXi,2006,Diesel,Individual,Manual,First Owner,Maruti,19
CAR_001173,Mahindra Scorpio S2 7 Seater,2017,Diesel,Individual,Manual,First Owner,Mahindra,8
CAR_001174,Maruti Zen LXI,2005,Diesel,Individual,Manual,Second Owner,Maruti,20
CAR_001175,Maruti Wagon R LXI Minor,2007,Petrol,Individual,Manual,Second Owner,Maruti,18
CAR_001176,Hyundai EON D Lite Plus,2013,Diesel,Individual,Manual,First Owner,Hyundai,12
CAR_001177,Renault KWID 1.0 RXT Optional,2017,Petrol,Individual,Manual,First Owner,Renault,8
CAR_001178,Hyundai Grand i10 Magna,2015,Petrol,Individual,Manual,Third Owner,Hyundai,10
CAR_001179,Tata Tigor 1.2 Revotron XT,2018,Petrol,Individual,Manual,First Owner,Tata,7
CAR_001180,Maruti SX4 Celebration Diesel,2012,Diesel,Individual,Manual,First Owner,Maruti,13
CAR_001181,Volkswagen Polo Diesel Comfortline 1.2L,2012,Diesel,Individual,Manual,First Owner,Volkswagen,13
CAR_001182,Maruti Alto LXi,2009,Petrol,Individual,Manual,Third Owner,Maruti,16
CAR_001183,Maruti Alto LX BSIII,2008,Diesel,Individual,Manual,Second Owner,Maruti,17
CAR_001184,Maruti Alto LXi BSIII,2010,Petrol,Individual,Manual,Second Owner,Maruti,15
CAR_001185,Maruti Gypsy King Hard Top,2000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,25
CAR_001186,Renault Duster 85PS Diesel RxL,2017,Diesel,Individual,Manual,Second Owner,Renault,8
CAR_001187,Tata Manza Club Class Quadrajet90 VX,2013,Diesel,Individual,Manual,First Owner,Tata,12
CAR_001188,Hyundai Verna CRDi,2008,Diesel,Individual,Manual,Second Owner,Hyundai,17
CAR_001189,Hyundai i20 Asta 1.4 CRDi,2013,Diesel,Individual,Manual,First Owner,Hyundai,12
CAR_001190,Hyundai Xcent 1.1 CRDi Base,2015,Diesel,Individual,Manual,First Owner,Hyundai,10
CAR_001191,Maruti Swift VDI,2013,Diesel,Individual,Manual,First Owner,Maruti,12
CAR_001192,Hyundai i20 Active 1.2 S,2017,Diesel,Individual,Manual,First Owner,Hyundai,8
CAR_001193,Maruti Alto 800 LXI,2014,Petrol,Individual,Manual,Second Owner,Maruti,11
CAR_001194,Hyundai Verna CRDi,2009,Diesel,Individual,Manual,Second Owner,Hyundai,16
CAR_001195,Hyundai Grand i10 Sportz,2017,Petrol,Individual,Manual,First Owner,Hyundai,8
CAR_001196,Maruti Baleno Zeta,2020,Petrol,Individual,Manual,First Owner,Maruti,5
CAR_001197,Maruti Swift VXI Deca,2017,Petrol,Individual,Manual,First Owner,Maruti,8
CAR_001198,Hyundai i10 Sportz 1.1L,2017,Diesel,Individual,Manual,First Owner,Hyundai,8
CAR_001199,Hyundai Grand i10 Asta,2014,Petrol,Individual,Manual,First Owner,Hyundai,11
CAR_001200,Maruti Swift Dzire VDI,2014,Diesel,Individual,Manual,Second Owner,Maruti,11
CAR_001201,Maruti Ignis 1.2 AMT Delta BSIV,2017,Diesel,Individual,Automatic,First Owner,Maruti,8
CAR_001202,Hyundai Santro Xing GL Plus,2012,Petrol,Individual,Manual,Second Owner,Hyundai,13
CAR_001203,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,Diesel,Individual,Manual,First Owner,Toyota,8
CAR_001204,Mahindra Bolero Power Plus LX,2016,Diesel,Individual,Manual,First Owner,Mahindra,9
CAR_001205,Maruti Vitara Brezza ZDi Plus,2016,Diesel,Individual,Manual,First Owner,Maruti,9
CAR_001206,Maruti Swift 1.2 DLX,2014,Petrol,Individual,Manual,Second Owner,Maruti,11
CAR_001207,Hyundai i10 Magna 1.2 iTech SE,2011,Petrol,Individual,Manual,Second Owner,Hyundai,14
CAR_001208,Maruti Swift Dzire VDi,2008,Diesel,Individual,Manual,Second Owner,Maruti,17
CAR_001209,Maruti Zen Estilo 1.1 VXI BSIII,2008,Petrol,Individual,Unknown,Second Owner,Maruti,17
CAR_001210,Maruti A-Star Vxi,2009,Petrol,Individual,Manual,Third Owner,Maruti,16
CAR_001211,Mahindra KUV 100 mFALCON D75 K6,2016,Diesel,Individual,Manual,First Owner,Mahindra,9
CAR_001212,Tata Nano Cx BSIV,2012,Petrol,Individual,Manual,Second Owner,Tata,13
CAR_001213,Mahindra Xylo D4,2017,Diesel,Individual,Manual,First Owner,Mahindra,8
CAR_001214,Tata Nano Lx,2011,Diesel,Individual,Manual,First Owner,Tata,14
CAR_001215,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,Diesel,Individual,Manual,First Owner,Toyota,10
CAR_001216,Mahindra Bolero SLX 2WD BSIII,2011,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,14
CAR_001217,Mahindra TUV 300 T4,2016,Diesel,Individual,Manual,First Owner,Mahindra,9
CAR_001218,Tata Safari Storme VX Varicor 400,2018,Diesel,Individual,Manual,First Owner,Tata,7
CAR_001219,Hyundai i10 Magna 1.2 iTech SE,2012,Petrol,Individual,Manual,Second Owner,Hyundai,13
CAR_001220,Maruti Baleno Delta Automatic,2018,Petrol,Individual,Automatic,First Owner,Maruti,7
CAR_001221,Maruti Alto 800 LXI,2012,Petrol,Individual,Manual,Third Owner,Maruti,13
CAR_001222,Chevrolet Spark 1.0 LT,2011,Petrol,Individual,Manual,First Owner,Chevrolet,14
CAR_001223,Ford Figo Diesel Celebration Edition,2013,Diesel,Individual,Manual,First Owner,Ford,12
CAR_001224,Maruti Alto LX,2011,Petrol,Individual,Manual,First Owner,Maruti,14
CAR_001225,Maruti Vitara Brezza VDi,2018,Diesel,Individual,Manual,First Owner,Maruti,7
CAR_001226,Tata Indica Vista Quadrajet LX,2012,Diesel,Individual,Manual,Third Owner,Tata,13
CAR_001227,Tata Indica Vista TDI LS,2010,Diesel,Dealer,Manual,First Owner,Tata,15
CAR_001228,Tata Indica Vista TDI LS,2013,Diesel,Dealer,Manual,Second Owner,Tata,12
CAR_001229,Maruti Alto LXi,2007,Petrol,Dealer,Manual,Second Owner,Maruti,18
CAR_001230,Hyundai i20 Active S Petrol,2016,Diesel,Dealer,Manual,First Owner,Hyundai,9
CAR_001231,Maruti Swift VDI BSIV,2007,Diesel,Dealer,Manual,First Owner,Maruti,18
CAR_001232,Tata Indica Vista Terra Quadrajet 1.3L,2011,Diesel,Individual,Manual,Third Owner,Tata,14
CAR_001233,Nissan Sunny XL,2012,Petrol,Individual,Manual,First Owner,Nissan,13
CAR_001234,Hyundai Verna 1.6 SX VTVT (O),2013,Petrol,Individual,Manual,First Owner,Hyundai,12
