vehicle_uid,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_record_id,car_age,price_category,km_category,owner_count,fuel_transmission,brand,price_per_km,is_diesel
CAR_001269,Toyota Corolla Executive (HE),2009,300000,23262,Petrol,Dealer,Manual,First Owner,1269,16,Low,Low,0,Petrol_Manual,Toyota,12.9,0
CAR_001270,Ford Freestyle Titanium Diesel BSIV,2016,700000,29600,Diesel,Dealer,Manual,First Owner,1270,9,High,Low,0,Diesel_Manual,Ford,23.65,1
CAR_001271,Hyundai i10 Sportz 1.1L,2015,310000,35925,,Dealer,Manual,First Owner,1271,10,Mid,Medium,,Petrol_Manual,Hyundai,8.63,0
CAR_001272,Maruti Ignis 1.2 Zeta BSIV,2018,500000,12000,,Individual,Manual,First Owner,1272,7,Mid,Low,0,Petrol_Manual,Maruti,41.67,0
CAR_001273,Toyota Etios V,2013,415000,40771,Petrol,Dealer,Manual,First Owner,1273,12,Mid,,0,Petrol_Manual,Toyota,10.18,0
CAR_001274,Maruti Celerio VXI AT,2015,395000,30500,Petrol,Dealer,Automatic,Second Owner,1274,10,Mid,Medium,0,Petrol_Automatic,Maruti,12.95,0
CAR_001275,Toyota Etios Liva 1.2 G,2014,430000,42000,Petrol,Dealer,Manual,Second Owner,1275,11,,Medium,0,Petrol_Manual,Toyota,10.24,0
CAR_001276,Toyota Corolla H6,2007,215000,55800,Petrol,Dealer,,Second Owner,1276,18,Low,Medium,0,Petrol_Manual,Toyota,3.85,0
CAR_001277,Renault Duster RXL AWD,2014,550000,,Diesel,Dealer,Manual,First Owner,1277,11,Mid,Medium,0,Diesel_Manual,Renault,8.26,1
CAR_001278,Volkswagen Polo 1.5 TDI Trendline,2014,415000,81358,Diesel,Dealer,Manual,First Owner,1278,11,Mid,High,0,Diesel_Manual,Volkswagen,5.1,1
CAR_001279,Volkswagen Polo 1.5 TDI Comfortline,2015,450000,82695,Diesel,Dealer,Manual,First Owner,1279,10,Mid,High,0,Diesel_Manual,Volkswagen,5.44,1
CAR_001280,Ford Figo Diesel EXI,2014,285000,68293,Diesel,Dealer,Manual,Second Owner,1280,11,Low,Medium,0,Diesel_Manual,Ford,4.17,1
CAR_001281,Honda Jazz VX CVT,2016,580000,,Petrol,Dealer,Automatic,First Owner,1281,9,Mid,Medium,0,Petrol_Automatic,Honda,18.12,0
CAR_001282,Maruti Swift Dzire Tour LDI,2014,,190621,Diesel,Dealer,Manual,First Owner,1282,11,Low,Very High,0,Diesel_Manual,Maruti,1.57,1
CAR_001283,Hyundai Verna CRDi 1.6 SX Option,2018,1200000,60000,Diesel,Individual,Manual,First Owner,1283,7,Premium,Medium,0,Diesel_Manual,Hyundai,20,1
CAR_001284,Maruti 800 Std MPFi,2006,78000,64700,Petrol,Individual,Manual,First Owner,1284,19,Low,Medium,0,Petrol_Manual,Maruti,1.21,0
CAR_001285,Maruti 800 AC,2002,65000,100000,Petrol,Individual,Manual,Second Owner,1285,23,Low,High,0,Petrol_Manual,Maruti,0.65,0
CAR_001286,Tata Zest Quadrajet 1.3 75PS XE,2016,400000,,Diesel,Individual,Manual,First Owner,1286,9,Mid,High,0,Diesel_Manual,Tata,4.52,1
CAR_001287,Hyundai Verna 1.6 CRDI SX Option,2016,850000,75000,Diesel,Individual,Manual,First Owner,1287,9,High,High,0,Diesel_Manual,Hyundai,11.33,1
CAR_001288,Volkswagen Vento Diesel Highline,2013,450000,,Diesel,Individual,Manual,Second Owner,1288,12,Mid,High,0,Diesel_Manual,Volkswagen,3.75,1
CAR_001289,Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,,35000,Diesel,Individual,Automatic,First Owner,1289,13,Premium,Medium,0,Diesel_Automatic,Mercedes-Benz,71.43,1
CAR_001290,Toyota Etios 1.4 VXD,2017,780000,70000,Diesel,Individual,Manual,First Owner,1290,8,High,,0,Diesel_Manual,Toyota,11.14,1
CAR_001291,Toyota Fortuner 2.8 2WD AT BSIV,2017,3200000,57000,Diesel,Individual,Automatic,First Owner,1291,8,Premium,Medium,0,Diesel_Automatic,Toyota,56.14,1
CAR_001292,Maruti Alto 800 VXI,2020,350000,1000,Petrol,Individual,,First Owner,1292,5,Mid,,0,Petrol_Manual,Maruti,350,0
CAR_001293,Mahindra Quanto C6,2013,,120000,Diesel,Individual,Manual,Second Owner,1293,12,Low,High,0,Diesel_Manual,Mahindra,2.38,1
CAR_001294,Volkswagen Vento 1.5 TDI Highline,2015,525000,,Diesel,Dealer,Manual,First Owner,1294,10,,,0,Diesel_Manual,Volkswagen,5.36,1
CAR_001295,Maruti Ciaz ZDi,2014,550000,90000,Diesel,Dealer,Manual,Second Owner,1295,11,Mid,High,0,Diesel_Manual,Maruti,6.11,1
CAR_001296,Volkswagen Ameo 1.5 TDI Comfortline,2018,,70000,Diesel,Individual,Manual,First Owner,1296,7,Mid,Medium,0,Diesel_Manual,Volkswagen,8.29,1
CAR_001297,Tata Nano CX SE,2013,75000,25000,Petrol,Individual,Manual,Third Owner,1297,12,,Low,0,Petrol_Manual,Tata,3,0
CAR_001298,Tata Manza Aura Quadrajet,2009,185000,60000,Diesel,Individual,Manual,Third Owner,1298,16,Low,Medium,0,Diesel_Manual,Tata,3.08,1
CAR_001299,Maruti Omni E 8 Str STD,2007,110000,90000,Petrol,Individual,Manual,Fourth & Above Owner,1299,18,Low,High,0,Petrol_Manual,Maruti,1.22,0
CAR_001300,Honda City 1.5 EXI,2004,180000,200000,Petrol,Individual,Manual,Second Owner,1300,21,Low,Very High,0,Petrol_Manual,Honda,0.9,0
CAR_001301,Volkswagen Polo Diesel Comfortline 1.2L,2010,350000,110000,,Individual,Manual,Second Owner,1301,15,Mid,High,0,Diesel_Manual,Volkswagen,3.18,1
CAR_001302,Chevrolet Optra 1.6 LS,2005,60000,126000,Petrol,Individual,Manual,Second Owner,1302,20,Low,High,0,Petrol_Manual,Chevrolet,0.48,0
CAR_001303,Mahindra TUV 300 T10,2018,695000,70000,Diesel,Individual,Manual,First Owner,1303,7,High,Medium,0,Diesel_Manual,Mahindra,9.93,1
CAR_001304,Mahindra Alturas G4 4X2 AT BSIV,2019,2700000,5000,Diesel,Individual,Automatic,First Owner,1304,6,Premium,Low,0,Diesel_Automatic,Mahindra,540,1
CAR_001305,Maruti Zen Estilo LX BSIII,2007,135000,74183,Petrol,Individual,Manual,Second Owner,1305,18,Low,High,0,Petrol_Manual,Maruti,1.82,0
CAR_001306,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,640000,70000,Diesel,Individual,Manual,Second Owner,1306,10,,Medium,0,Diesel_Manual,Mahindra,9.14,1
CAR_001307,Maruti Alto 800 VXI,2014,160000,90000,Petrol,Individual,Manual,First Owner,1307,11,Low,High,0,Petrol_Manual,Maruti,1.78,0
CAR_001308,Tata Indica LXI,2004,80000,46000,Petrol,Individual,,Second Owner,1308,21,Low,Medium,0,Petrol_Manual,Tata,1.74,0
CAR_001309,Maruti Swift Dzire VDI,2013,340000,,Diesel,Individual,Manual,Second Owner,1309,12,Mid,High,0,Diesel_Manual,Maruti,3.09,1
CAR_001310,Maruti Ritz VDi,2012,,80000,Diesel,Individual,Manual,Second Owner,1310,13,Low,High,0,Diesel_Manual,Maruti,1.38,1
CAR_001311,Tata Sumo Gold EX,2013,250000,90000,Diesel,Individual,Manual,Second Owner,1311,12,Low,High,0,Diesel_Manual,Tata,2.78,1
CAR_001312,Toyota Innova Crysta 2.4 VX MT BSIV,2017,1300000,70000,,Individual,Manual,First Owner,1312,8,Premium,Medium,0,Diesel_Manual,Toyota,18.57,1
CAR_001313,Mahindra Quanto C6,2014,250000,1,Diesel,Individual,Manual,Second Owner,1313,11,Low,Low,0,Diesel_Manual,Mahindra,250000,1
CAR_001314,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,450000,192000,Diesel,Individual,Manual,First Owner,1314,16,Mid,Very High,0,Diesel_Manual,Toyota,2.34,1
CAR_001315,Maruti Wagon R LX Minor,2013,240000,70000,,Individual,Manual,Fourth & Above Owner,1315,12,Low,Medium,0,Petrol_Manual,Maruti,3.43,0
CAR_001316,Mahindra Bolero DI DX 7 Seater,2007,225000,120000,Diesel,Individual,,Second Owner,1316,18,Low,High,0,Diesel_Manual,Mahindra,1.88,1
CAR_001317,Maruti Wagon R VXI Optional,2015,275000,60000,Petrol,Individual,Manual,Second Owner,1317,10,Low,,0,Petrol_Manual,Maruti,4.58,0
CAR_001318,Tata Sumo Victa CX 7/9 Str BSII,2012,320000,120000,Diesel,Individual,Manual,Second Owner,1318,13,Mid,,0,Diesel_Manual,Tata,2.67,1
CAR_001319,Maruti Alto LX BSIII,2008,75000,120000,Petrol,Individual,Manual,First Owner,1319,17,,High,0,Petrol_Manual,Maruti,0.62,0
CAR_001320,Tata Indica GLS BS IV,2007,85000,50000,Petrol,Individual,Manual,Second Owner,1320,18,Low,Medium,,Petrol_Manual,Tata,1.7,0
CAR_001321,Tata Indica Vista Aqua TDI BSIII,2009,90000,120000,Diesel,Individual,Manual,First Owner,1321,16,,High,0,Diesel_Manual,Tata,0.75,1
CAR_001322,Maruti Wagon R LXI Minor,2007,,80000,Petrol,Individual,Manual,Second Owner,1322,18,Low,High,,Petrol_Manual,Maruti,1.06,0
CAR_001323,Mahindra Scorpio M2DI,2008,,80000,Diesel,Individual,Manual,Second Owner,1323,17,Mid,High,0,Diesel_Manual,Mahindra,4.38,1
CAR_001324,Skoda Superb Elegance 2.0 TDI CR AT,2009,355000,100000,,Individual,Automatic,Second Owner,1324,16,Mid,High,0,Diesel_Automatic,Skoda,3.55,1
CAR_001325,Maruti Swift VXI,2020,619000,1500,,Individual,Manual,First Owner,1325,5,High,Low,0,Petrol_Manual,Maruti,412.67,0
CAR_001326,Jeep Compass 2.0 Longitude Option BSIV,2018,1700000,50000,Diesel,Individual,Manual,First Owner,1326,7,Premium,Medium,0,Diesel_Manual,Jeep,34,1
CAR_001327,Tata Indica DL,2006,55000,100000,Diesel,Individual,Manual,Second Owner,1327,19,Low,,0,Diesel_Manual,Tata,0.55,1
CAR_001328,Ford Fiesta 1.6 ZXi Leather,2006,95000,83411,Petrol,Individual,Manual,First Owner,1328,19,Low,High,0,Petrol_Manual,Ford,1.14,0
CAR_001329,Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Individual,,Second Owner,1329,14,Low,High,0,Diesel_Manual,Volkswagen,2.5,1
CAR_001330,Ford Fiesta 1.6 ZXi Leather,2006,81000,83411,Petrol,Individual,Manual,First Owner,1330,19,Low,High,0,Petrol_Manual,Ford,0.97,0
CAR_001331,Skoda Superb Elegance 2.0 TDI CR AT,2015,1000000,80000,Diesel,Individual,Automatic,Second Owner,1331,10,High,High,0,Diesel_Automatic,Skoda,12.5,1
CAR_001332,Maruti Ertiga VDI,2019,925000,50000,Diesel,Individual,Manual,First Owner,1332,6,,Medium,0,Diesel_Manual,Maruti,18.5,1
CAR_001333,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,450000,40000,Diesel,Individual,Manual,First Owner,1333,10,Mid,Medium,0,Diesel_Manual,Mahindra,11.25,1
CAR_001334,Mahindra Scorpio EX,2014,600000,13270,,Individual,Manual,First Owner,1334,11,Mid,Low,0,Diesel_Manual,Mahindra,45.21,1
CAR_001335,Hyundai Santro Xing XL AT eRLX Euro III,2006,85000,100000,Petrol,Individual,Automatic,Third Owner,1335,19,Low,High,0,Petrol_Automatic,Hyundai,0.85,0
CAR_001336,Mahindra Thar DI 4X4 PS,2016,700000,50000,Diesel,Individual,Manual,First Owner,1336,9,High,Medium,0,Diesel_Manual,Mahindra,14,1
CAR_001337,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,486000,,Petrol,Individual,Manual,First Owner,1337,8,Mid,Low,,Petrol_Manual,Hyundai,18.34,0
CAR_001338,Maruti Swift VDI,2013,400000,90000,Diesel,Individual,Manual,First Owner,1338,12,Mid,High,,Diesel_Manual,Maruti,4.44,1
CAR_001339,Ford Fiesta 1.4 Duratec ZXI,2008,120000,100000,Petrol,Individual,Manual,Third Owner,1339,17,Low,High,0,Petrol_Manual,Ford,1.2,0
CAR_001340,Maruti Alto 800 LXI,2018,275000,35000,Petrol,Individual,Manual,First Owner,1340,7,Low,Medium,0,Petrol_Manual,Maruti,7.86,0
CAR_001341,Hyundai i20 Asta Option 1.4 CRDi,2016,580000,57000,Diesel,Individual,Manual,First Owner,1341,9,Mid,Medium,0,Diesel_Manual,Hyundai,10.18,1
CAR_001342,Maruti Swift Dzire LXI,2015,375000,70000,Petrol,Individual,Manual,First Owner,1342,10,Mid,Medium,0,Petrol_Manual,Maruti,5.36,0
CAR_001343,Maruti Wagon R VXI BS IV with ABS,2015,229999,100000,Petrol,Individual,,Third Owner,1343,10,Low,High,0,Petrol_Manual,Maruti,2.3,0
CAR_001344,Maruti Alto LX,2010,110000,88000,Petrol,Individual,Manual,Second Owner,1344,15,Low,High,,Petrol_Manual,Maruti,1.25,0
CAR_001345,Maruti Swift Dzire VDI,2017,,60000,Diesel,Individual,Manual,First Owner,1345,8,Mid,Medium,,Diesel_Manual,Maruti,10,1
CAR_001346,Maruti A-Star Vxi,2009,,76000,Petrol,Individual,Manual,Second Owner,1346,16,Low,High,0,Petrol_Manual,Maruti,1.58,0
CAR_001347,Ford Figo Diesel Titanium,2010,200000,100000,Diesel,Individual,,Second Owner,1347,15,Low,High,0,Diesel_Manual,Ford,2,1
CAR_001348,Hyundai Verna 1.6 SX CRDi (O),2012,450000,110000,Diesel,Individual,Manual,Second Owner,1348,13,Mid,High,0,Diesel_Manual,Hyundai,4.09,1
CAR_001349,Hyundai Verna 1.6 SX CRDi (O),2012,550000,80000,Diesel,Individual,,Second Owner,1349,13,Mid,High,0,Diesel_Manual,Hyundai,6.88,1
CAR_001350,Maruti Alto LX,2012,220000,80000,Petrol,Individual,Manual,Second Owner,1350,13,Low,High,0,Petrol_Manual,Maruti,2.75,0
CAR_001351,Maruti 800 EX,2001,40000,30000,Petrol,Individual,Manual,First Owner,1351,24,Low,Low,0,Petrol_Manual,Maruti,1.33,0
CAR_001352,Renault KWID Climber 1.0 AMT,2017,300000,20000,,Individual,Automatic,First Owner,1352,8,Low,Low,0,Petrol_Automatic,Renault,15,0
CAR_001353,Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner,1353,7,High,Medium,0,Diesel_Manual,Mahindra,15.75,1
CAR_001354,Maruti Swift Dzire VDI,2017,610000,40000,Diesel,Individual,Manual,Second Owner,1354,8,High,Medium,0,Diesel_Manual,Maruti,15.25,1
CAR_001355,Hyundai Xcent 1.2 VTVT S,2019,660000,7000,Petrol,Individual,Manual,Second Owner,1355,6,,Low,0,Petrol_Manual,Hyundai,94.29,0
CAR_001356,Maruti Wagon R LXI LPG BSIV,2012,220000,80000,,Individual,,Second Owner,1356,13,Low,High,0,LPG_Manual,Maruti,2.75,0
CAR_001357,Nissan Micra Diesel XV Premium,2011,138000,90000,Diesel,Individual,Manual,Second Owner,1357,14,,High,0,Diesel_Manual,Nissan,1.53,1
CAR_001358,Nissan Micra Diesel XV Premium,2013,210000,13770,Diesel,Individual,Manual,First Owner,1358,12,Low,Low,,Diesel_Manual,Nissan,15.25,1
CAR_001359,Maruti Zen LXi - BS III,2005,125000,34000,Petrol,Dealer,Manual,First Owner,1359,20,Low,Medium,0,Petrol_Manual,Maruti,3.68,0
CAR_001360,Maruti Alto LXi BSIII,2008,125000,102000,Petrol,Dealer,Manual,First Owner,1360,17,Low,High,0,Petrol_Manual,Maruti,1.23,0
CAR_001361,Honda City i DTEC SV,2014,725000,110000,Diesel,Individual,Manual,First Owner,1361,11,High,High,0,Diesel_Manual,Honda,6.59,1
CAR_001362,Maruti Alto K10 2010-2014 VXI,2011,170000,90000,Petrol,Individual,Manual,Second Owner,1362,14,Low,High,0,Petrol_Manual,Maruti,1.89,0
CAR_001363,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,70000,Diesel,Individual,Manual,Third Owner,1363,10,Premium,Medium,0,Diesel_Manual,Toyota,17.14,1
CAR_001364,Maruti Wagon R VXI BSIII,2003,70000,90000,Petrol,Individual,Manual,Second Owner,1364,22,Low,High,0,Petrol_Manual,Maruti,0.78,0
CAR_001365,Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,Second Owner,1365,18,Low,Medium,0,Petrol_Manual,Maruti,1.43,0
CAR_001366,Honda Civic 1.8 (E) MT,2006,300000,80000,Petrol,Individual,Manual,Second Owner,1366,19,Low,High,0,Petrol_Manual,Honda,3.75,0
CAR_001367,Maruti Swift VDI,2013,450000,100000,Diesel,Individual,Manual,Second Owner,1367,12,Mid,High,0,Diesel_Manual,Maruti,4.5,1
CAR_001368,Maruti Swift Dzire VDI,2015,530000,100000,Diesel,Individual,Manual,First Owner,1368,10,Mid,High,0,Diesel_Manual,Maruti,5.3,1
CAR_001369,Maruti Zen Estilo 1.1 LXI BSIII,2007,100000,143000,Petrol,Individual,Manual,Third Owner,1369,18,Low,High,0,Petrol_Manual,Maruti,0.7,0
CAR_001370,Honda City 1.5 V MT,2010,350000,115000,Petrol,Individual,Manual,Second Owner,1370,15,Mid,High,0,Petrol_Manual,Honda,3.04,0
CAR_001371,Tata Manza ELAN Quadrajet BS IV,2011,165000,100000,,Individual,Manual,Second Owner,1371,14,Low,High,0,Diesel_Manual,Tata,1.65,1
CAR_001372,Maruti Swift Dzire ZDI,2019,475000,120000,Diesel,Individual,Manual,Second Owner,1372,6,Mid,High,0,Diesel_Manual,Maruti,3.96,1
CAR_001373,Mahindra Xylo E4 ABS BS IV,2013,350000,42000,Diesel,Individual,Manual,First Owner,1373,12,,Medium,,Diesel_Manual,Mahindra,8.33,1
CAR_001374,Renault KWID RXL,2016,229999,,,Individual,Manual,First Owner,1374,9,Low,Medium,0,Petrol_Manual,Renault,6.05,0
CAR_001375,Honda WR-V i-DTEC VX,2018,,,Diesel,Individual,Manual,First Owner,1375,7,High,,0,Diesel_Manual,Honda,22.86,1
CAR_001376,Maruti Swift Dzire ZDI,2014,475000,120000,Diesel,Individual,Manual,Second Owner,1376,11,Mid,,0,Diesel_Manual,Maruti,3.96,1
CAR_001377,Nissan Terrano XL 110 PS,2014,425000,,Diesel,Individual,Manual,First Owner,1377,11,Mid,,0,Diesel_Manual,Nissan,3.1,1
CAR_001378,Maruti Ciaz VDi Plus,2015,660000,97000,Diesel,Individual,Manual,Second Owner,1378,10,High,High,0,Diesel_Manual,Maruti,6.8,1
CAR_001379,Honda Amaze S CVT Petrol,2019,,10000,Petrol,Individual,Automatic,First Owner,1379,6,High,Low,0,Petrol_Automatic,Honda,61,0
CAR_001380,Honda Brio S MT,2013,240000,50000,Petrol,Individual,Manual,Third Owner,1380,12,Low,Medium,0,Petrol_Manual,Honda,4.8,0
CAR_001381,Maruti Esteem Lxi,2005,70000,60000,,Individual,Manual,Second Owner,1381,20,Low,Medium,0,Petrol_Manual,Maruti,1.17,0
CAR_001382,Toyota Corolla Altis Diesel D4DGL,2011,550000,,Diesel,Individual,Manual,First Owner,1382,14,Mid,High,0,Diesel_Manual,Toyota,4.58,1
CAR_001383,Tata Indica Vista Aura 1.2 Safire,2010,100000,,Petrol,Individual,,Second Owner,1383,15,Low,High,0,Petrol_Manual,Tata,0.83,0
CAR_001384,Mahindra Bolero SLE,2010,350000,90000,Diesel,Individual,Manual,Second Owner,1384,15,Mid,High,0,Diesel_Manual,Mahindra,3.89,1
CAR_001385,Hyundai EON Era Plus,2013,200000,120000,Petrol,Individual,Manual,First Owner,1385,12,Low,,0,Petrol_Manual,Hyundai,1.67,0
CAR_001386,Hyundai Elite i20 Asta Option CVT BSIV,2019,720000,3000,Petrol,Individual,Automatic,First Owner,1386,6,High,Low,,Petrol_Automatic,Hyundai,240,0
CAR_001387,Maruti Ritz VDi,2014,350000,133000,Diesel,Individual,Manual,First Owner,1387,11,Mid,High,0,Diesel_Manual,Maruti,2.63,1
CAR_001388,Maruti Wagon R VXI BS IV,2016,400000,25000,Petrol,Individual,Manual,First Owner,1388,9,Mid,Low,0,Petrol_Manual,Maruti,16,0
CAR_001389,Hyundai i20 Active 1.2 S,2017,570000,35000,Petrol,Individual,Manual,First Owner,1389,8,Mid,Medium,0,Petrol_Manual,Hyundai,16.29,0
CAR_001390,Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Individual,,First Owner,1390,10,Low,Medium,0,Petrol_Manual,Maruti,1.86,0
CAR_001391,Maruti Alto 800 LXI,2016,210000,52000,,Individual,Manual,First Owner,1391,9,Low,Medium,0,Petrol_Manual,Maruti,4.04,0
CAR_001392,Hyundai Creta 1.4 E Plus,2018,800000,52000,Diesel,Individual,Manual,First Owner,1392,7,High,,0,Diesel_Manual,Hyundai,15.38,1
CAR_001393,Honda Jazz 1.5 E i DTEC,2017,700000,39000,,Individual,Manual,First Owner,1393,8,High,Medium,0,Diesel_Manual,Honda,17.95,1
CAR_001394,Tata Indica Vista Quadrajet VX,2011,200000,28689,Diesel,Individual,Manual,First Owner,1394,14,Low,Low,0,Diesel_Manual,Tata,6.97,1
CAR_001395,Tata Aria Pure LX 4x2,2014,495000,90000,Diesel,Individual,Manual,Second Owner,1395,11,Mid,,0,Diesel_Manual,Tata,5.5,1
CAR_001396,Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,,Diesel,Dealer,Manual,First Owner,1396,11,Mid,High,0,Diesel_Manual,Ford,4.05,1
CAR_001397,Ford Freestyle Trend Petrol BSIV,2019,650000,8000,Petrol,Individual,Manual,First Owner,1397,6,High,Low,0,Petrol_Manual,Ford,81.25,0
CAR_001398,Mahindra Jeep MM 775 XDB,2000,,50000,Diesel,Individual,Manual,Second Owner,1398,25,,Medium,0,Diesel_Manual,Mahindra,3.1,1
CAR_001399,Maruti 800 AC BSIII,2007,,90000,Petrol,Individual,Manual,Second Owner,1399,18,Low,High,0,Petrol_Manual,Maruti,0.83,0
CAR_001400,Hyundai Grand i10 1.2 CRDi Magna,2015,350000,61658,Diesel,Dealer,Manual,First Owner,1400,10,Mid,Medium,0,Diesel_Manual,Hyundai,5.68,1
CAR_001401,Maruti Zen Estilo LX BSIV,2010,90000,,Petrol,Individual,Manual,Third Owner,1401,15,Low,Medium,0,Petrol_Manual,Maruti,1.8,0
CAR_001402,Maruti Ertiga SHVS VDI,2016,600000,80000,Diesel,Individual,Manual,First Owner,1402,9,Mid,High,0,Diesel_Manual,Maruti,7.5,1
CAR_001403,Mahindra Scorpio SLE BSIII,2010,,185000,,Individual,Manual,First Owner,1403,15,Mid,Very High,0,Diesel_Manual,Mahindra,2.16,1
CAR_001404,Maruti Swift VDI BSIV,2014,370000,57000,Diesel,Individual,Manual,Second Owner,1404,11,Mid,Medium,0,Diesel_Manual,Maruti,6.49,1
CAR_001405,Maruti 800 DX,2000,50000,60000,Petrol,Individual,Manual,First Owner,1405,25,Low,Medium,0,Petrol_Manual,Maruti,0.83,0
CAR_001406,Honda City 1.5 GXI,2004,125000,120000,Petrol,Individual,Manual,Second Owner,1406,21,Low,High,0,Petrol_Manual,Honda,1.04,0
CAR_001407,Honda CR-V Diesel 4WD,2018,,26000,Diesel,Individual,Automatic,First Owner,1407,7,,Low,0,Diesel_Automatic,Honda,69.23,1
CAR_001408,Hyundai Grand i10 1.2 Kappa Magna AT,2019,650000,20000,Petrol,Individual,Automatic,First Owner,1408,6,High,Low,0,Petrol_Automatic,Hyundai,32.5,0
CAR_001409,Maruti Ertiga BSIV VXI AT,2017,800000,,Petrol,Individual,Automatic,First Owner,1409,8,High,,0,Petrol_Automatic,Maruti,26.14,0
CAR_001410,Volkswagen Polo 1.0 TSI Highline Plus,2020,802000,5000,Petrol,Individual,Manual,First Owner,1410,5,High,Low,0,Petrol_Manual,Volkswagen,160.4,0
CAR_001411,Audi A4 35 TDI Premium,2015,2300000,35000,Diesel,Individual,Automatic,Third Owner,1411,10,,Medium,,Diesel_Automatic,Audi,65.71,1
CAR_001412,Hyundai Xcent 1.1 CRDi SX,2016,430000,35000,,Individual,Manual,First Owner,1412,9,Mid,Medium,0,Diesel_Manual,Hyundai,12.29,1
CAR_001413,Hyundai Verna 1.6 SX VTVT,2017,650000,23000,Petrol,Individual,Manual,First Owner,1413,8,,Low,0,Petrol_Manual,Hyundai,28.26,0
CAR_001414,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,170000,120000,Diesel,Individual,,First Owner,1414,21,Low,High,0,Diesel_Manual,Mahindra,1.42,1
CAR_001415,Skoda Superb Elegance 2.0 TDI CR AT,2011,450000,235000,Diesel,Individual,Automatic,First Owner,1415,14,Mid,Very High,0,Diesel_Automatic,Skoda,1.91,1
CAR_001416,Maruti Alto 800 LXI,2013,250000,87000,Petrol,Individual,Manual,First Owner,1416,12,Low,High,0,Petrol_Manual,Maruti,2.87,0
CAR_001417,Ford Ecosport 1.0 Ecoboost Titanium,2014,550000,72000,Petrol,Individual,Manual,Second Owner,1417,11,,,0,Petrol_Manual,Ford,7.64,0
CAR_001418,Jaguar XF 3.0 Litre S Premium Luxury,2013,2000000,,Diesel,Individual,Automatic,Second Owner,1418,12,Premium,Medium,0,Diesel_Automatic,Jaguar,31.25,1
CAR_001419,Maruti Zen Estilo VXI BSIII,2007,140000,100000,Petrol,Individual,Manual,Second Owner,1419,18,Low,,0,Petrol_Manual,Maruti,1.4,0
CAR_001420,Chevrolet Beat LT,2012,155000,12000,Petrol,Individual,Manual,First Owner,1420,13,Low,Low,0,Petrol_Manual,Chevrolet,12.92,0
CAR_001421,Hyundai Accent Executive,2010,120000,67000,Petrol,Individual,Manual,Third Owner,1421,15,Low,Medium,0,Petrol_Manual,Hyundai,1.79,0
CAR_001422,Toyota Innova 2.5 E 8 STR,2012,287000,70000,Diesel,Individual,Manual,First Owner,1422,13,Low,Medium,0,Diesel_Manual,Toyota,4.1,1
CAR_001423,Maruti Baleno Alpha 1.3,2016,675000,60000,Diesel,Individual,,First Owner,1423,9,High,Medium,0,Diesel_Manual,Maruti,11.25,1
CAR_001424,Hyundai i10 Magna 1.2 iTech SE,2011,235000,74500,Petrol,Individual,Manual,Second Owner,1424,14,Low,High,0,Petrol_Manual,Hyundai,3.15,0
CAR_001425,Hyundai i20 1.4 CRDi Asta,2011,,118700,Diesel,Individual,Manual,Second Owner,1425,14,Low,High,0,Diesel_Manual,Hyundai,2.53,1
CAR_001426,Nissan Micra XL CVT,2015,434999,40000,Petrol,Individual,Automatic,Second Owner,1426,10,Mid,Medium,0,Petrol_Automatic,Nissan,10.87,0
CAR_001427,Mahindra Scorpio VLX AT 2WD BSIII,2004,225000,,Diesel,Individual,Automatic,Third Owner,1427,21,Low,Very High,0,Diesel_Automatic,Mahindra,1.01,1
CAR_001428,Toyota Corolla AE,2006,160000,140000,Petrol,Individual,Manual,Second Owner,1428,19,Low,High,,Petrol_Manual,Toyota,1.14,0
CAR_001429,Hyundai Grand i10 Nios Sportz,2020,600000,5000,Petrol,Individual,Manual,First Owner,1429,5,Mid,Low,0,Petrol_Manual,Hyundai,120,0
CAR_001430,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,,100000,,Individual,,Second Owner,1430,9,Mid,High,0,Diesel_Manual,Chevrolet,4.7,1
CAR_001431,Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Individual,Manual,Second Owner,1431,14,Low,High,0,Petrol_Manual,Maruti,3,0
CAR_001432,Maruti Baleno Delta 1.2,2018,600000,,,Individual,Manual,First Owner,1432,7,Mid,Low,0,Petrol_Manual,Maruti,300,0
CAR_001433,Hyundai Grand i10 Nios AMT Magna,2020,,,Petrol,Individual,Automatic,First Owner,1433,5,High,Low,0,Petrol_Automatic,Hyundai,160,0
