vehicle_uid,selling_price,km_driven,price_category,km_category
CAR_000591,450000.0,1000.0,Low,Low
CAR_000592,3800000.0,10000.0,Premium,Low
CAR_000593,1580000.0,86000.0,Premium,High
CAR_000594,4950000.0,30000.0,Premium,Low
CAR_000595,535000.0,60000.0,Mid,Medium
CAR_000596,225000.0,110000.0,Low,High
CAR_000597,4461000.0,19890.0,Mid,Low
CAR_000598,670000.0,60000.0,Low,Low
CAR_000599,4461000.0,11918.0,High,Low
CAR_000600,4461000.0,10510.0,Mid,Medium
CAR_000601,239000.0,41000.0,Low,Medium
CAR_000602,2600000.0,47162.0,Low,Medium
CAR_000603,4461000.0,45974.0,High,Medium
CAR_000604,229999.0,49824.0,Low,Medium
CAR_000605,1300000.0,58500.0,Premium,Medium
CAR_000606,80000.0,56580.0,Low,Medium
CAR_000607,385000.0,60000.0,Mid,Medium
CAR_000608,760000.0,55340.0,High,Medium
CAR_000609,600000.0,46507.0,Mid,Medium
CAR_000610,450000.0,1000.0,Mid,Low
CAR_000611,3800000.0,10000.0,Premium,Low
CAR_000612,1580000.0,86000.0,Premium,High
CAR_000613,4950000.0,60000.0,Premium,Low
CAR_000614,535000.0,52600.0,Mid,Medium
CAR_000615,225000.0,110000.0,Low,High
CAR_000616,550000.0,19890.0,Low,Low
CAR_000617,670000.0,7104.0,High,Low
CAR_000618,625000.0,11918.0,High,Low
CAR_000619,520000.0,10510.0,Mid,Medium
CAR_000620,239000.0,41000.0,Low,Medium
CAR_000621,2600000.0,47162.0,Premium,Medium
CAR_000622,4461000.0,45974.0,Low,Medium
CAR_000623,229999.0,49824.0,Low,Medium
CAR_000624,1300000.0,58500.0,Premium,Medium
CAR_000625,80000.0,56580.0,Low,Medium
CAR_000626,385000.0,52000.0,Mid,Medium
CAR_000627,4461000.0,55340.0,High,Medium
CAR_000628,600000.0,46507.0,Mid,Medium
CAR_000629,350000.0,50000.0,Mid,Medium
CAR_000630,114999.0,30000.0,Low,Low
CAR_000631,380000.0,50000.0,Low,Medium
CAR_000632,95000.0,100000.0,Low,High
CAR_000633,900000.0,60000.0,Low,Medium
CAR_000634,200999.0,90000.0,Low,High
CAR_000635,229999.0,11451.0,Low,Low
CAR_000636,800000.0,60000.0,High,Medium
CAR_000637,150000.0,172000.0,Low,Very High
CAR_000638,600000.0,60000.0,Mid,Medium
CAR_000639,150000.0,150000.0,Low,High
CAR_000640,150000.0,66000.0,Low,Medium
CAR_000641,380000.0,5000.0,Mid,Low
CAR_000642,80000.0,66508.0,Low,Medium
CAR_000643,4461000.0,55000.0,Low,Medium
CAR_000644,75000.0,29900.0,Low,Low
CAR_000645,1600000.0,3000.0,Premium,Low
CAR_000646,185000.0,85000.0,Low,High
CAR_000647,425000.0,50000.0,Mid,Medium
CAR_000648,100000.0,60000.0,Low,Medium
CAR_000649,140000.0,90000.0,Low,High
CAR_000650,710000.0,8000.0,High,Low
CAR_000651,450000.0,7900.0,Mid,Low
CAR_000652,210000.0,50000.0,Low,Medium
CAR_000653,270000.0,25000.0,Low,Low
CAR_000654,110000.0,20000.0,Low,Low
CAR_000655,540000.0,17500.0,Mid,Low
CAR_000656,145000.0,25000.0,Low,Low
CAR_000657,360000.0,206500.0,Mid,Medium
CAR_000658,250000.0,88600.0,Low,High
CAR_000659,110000.0,80000.0,Low,High
CAR_000660,250000.0,100000.0,Low,High
CAR_000661,150000.0,186000.0,Low,Very High
CAR_000662,140000.0,60000.0,Low,Medium
CAR_000663,925000.0,11000.0,High,Low
CAR_000664,969999.0,30000.0,High,Low
CAR_000665,90000.0,60000.0,Low,High
CAR_000666,55000.0,60000.0,Low,Medium
CAR_000667,155000.0,100000.0,Low,High
CAR_000668,900000.0,15000.0,High,Low
CAR_000669,4461000.0,60000.0,Low,High
CAR_000670,180000.0,120000.0,Low,High
CAR_000671,495000.0,100000.0,Mid,High
CAR_000672,400000.0,60000.0,Mid,High
CAR_000673,250000.0,110000.0,Low,High
CAR_000674,138000.0,120000.0,Low,High
CAR_000675,311000.0,70000.0,Mid,Medium
CAR_000676,190000.0,70000.0,Low,Medium
CAR_000677,4461000.0,140000.0,Mid,Medium
CAR_000678,4461000.0,15000.0,Low,Low
CAR_000679,600000.0,20000.0,Low,Low
CAR_000680,550000.0,100000.0,Mid,Medium
CAR_000681,600000.0,70000.0,Mid,Medium
CAR_000682,195000.0,5000.0,Low,Low
CAR_000683,58000.0,27974.0,Low,Low
CAR_000684,183000.0,40000.0,Low,Medium
CAR_000685,95000.0,80000.0,Low,High
CAR_000686,250000.0,60000.0,Low,Medium
CAR_000687,250000.0,38000.0,Low,Medium
CAR_000688,400000.0,35000.0,Mid,Medium
CAR_000689,409999.0,60000.0,Mid,Medium
CAR_000690,120000.0,120000.0,Low,High
CAR_000691,600000.0,18000.0,Mid,Low
CAR_000692,4461000.0,10000.0,Mid,Medium
CAR_000693,825000.0,90000.0,High,High
CAR_000694,4461000.0,80000.0,High,High
CAR_000695,700000.0,1400.0,High,Low
CAR_000696,160000.0,60000.0,Low,Medium
CAR_000697,114999.0,60000.0,Low,Medium
CAR_000698,150000.0,53000.0,Low,Medium
CAR_000699,250000.0,100000.0,Low,High
CAR_000700,390000.0,60000.0,Mid,High
CAR_000701,650000.0,60000.0,High,High
CAR_000702,600000.0,30000.0,Mid,Low
CAR_000703,250000.0,120000.0,Low,High
CAR_000704,229999.0,60000.0,Low,Medium
CAR_000705,299000.0,50000.0,Low,Medium
CAR_000706,4461000.0,124000.0,Mid,High
CAR_000707,180000.0,100000.0,Low,High
CAR_000708,475000.0,42000.0,Mid,Medium
CAR_000709,325000.0,100000.0,Mid,Medium
CAR_000710,639000.0,28205.0,Low,Low
CAR_000711,415000.0,32670.0,Mid,Medium
CAR_000712,1199000.0,30093.0,Premium,Medium
CAR_000713,525000.0,56228.0,Mid,Medium
CAR_000714,425000.0,59319.0,Mid,Medium
CAR_000715,699000.0,39503.0,High,Medium
CAR_000716,325000.0,35299.0,Mid,Medium
CAR_000717,275000.0,51687.0,Low,Medium
CAR_000718,269000.0,76259.0,Low,High
CAR_000719,399000.0,60000.0,Mid,Medium
CAR_000720,475000.0,45087.0,Mid,Medium
CAR_000721,249000.0,41125.0,Low,Medium
CAR_000722,4461000.0,42215.0,Low,Medium
CAR_000723,254999.0,54206.0,Low,Medium
CAR_000724,269000.0,52547.0,Low,Medium
CAR_000725,665000.0,59110.0,High,Medium
CAR_000726,299000.0,54565.0,Low,Medium
CAR_000727,265000.0,47564.0,Low,Medium
CAR_000728,211000.0,45143.0,Low,Medium
CAR_000729,599000.0,61624.0,Mid,Medium
CAR_000730,55000.0,195000.0,Low,Very High
CAR_000731,550000.0,50000.0,Mid,Medium
CAR_000732,4000000.0,68000.0,Premium,Medium
CAR_000733,220000.0,120000.0,Low,High
CAR_000734,500000.0,20000.0,Mid,Low
CAR_000735,4461000.0,30000.0,Low,Low
CAR_000736,325000.0,60000.0,Mid,Medium
CAR_000737,210000.0,60000.0,Low,High
CAR_000738,110000.0,90000.0,Low,High
CAR_000739,1200000.0,25000.0,Premium,Low
CAR_000740,229999.0,40000.0,Low,Medium
CAR_000741,225000.0,110000.0,Low,Medium
CAR_000742,165000.0,132000.0,Low,High
CAR_000743,525000.0,10980.0,Mid,Low
CAR_000744,325000.0,20629.0,Mid,Low
CAR_000745,4461000.0,50000.0,Premium,Medium
CAR_000746,400000.0,30000.0,Mid,Low
CAR_000747,550000.0,69782.0,Mid,Medium
CAR_000748,98000.0,54000.0,Low,Medium
CAR_000749,900000.0,60000.0,High,Medium
CAR_000750,700000.0,60000.0,High,Medium
CAR_000751,890000.0,52000.0,High,Medium
CAR_000752,490000.0,59385.0,Mid,Medium
CAR_000753,525000.0,70378.0,Mid,High
CAR_000754,330000.0,55425.0,Mid,Medium
CAR_000755,550000.0,78413.0,Low,High
CAR_000756,790000.0,40890.0,High,Medium
CAR_000757,350000.0,34823.0,Mid,Medium
CAR_000758,1700000.0,75000.0,Premium,High
CAR_000759,750000.0,60000.0,Low,Medium
CAR_000760,4461000.0,56541.0,Mid,Medium
CAR_000761,220000.0,43700.0,Low,Medium
CAR_000762,68000.0,120000.0,Low,Medium
CAR_000763,290000.0,20000.0,Low,Low
CAR_000764,600000.0,27483.0,Low,Low
CAR_000765,4461000.0,8000.0,Mid,Low
CAR_000766,150000.0,30000.0,Low,Low
CAR_000767,180000.0,60000.0,Low,Medium
CAR_000768,80000.0,70000.0,Low,Medium
CAR_000769,875000.0,1440.0,High,Low
CAR_000770,300000.0,50000.0,Low,Medium
CAR_000771,2800000.0,20000.0,Premium,Low
CAR_000772,1330000.0,91195.0,Premium,High
CAR_000773,220000.0,63657.0,Low,Medium
CAR_000774,250000.0,60000.0,Low,Medium
CAR_000775,919999.0,60000.0,High,High
CAR_000776,380000.0,60000.0,Mid,High
CAR_000777,4461000.0,46000.0,Mid,Medium
CAR_000778,770000.0,10000.0,High,Low
CAR_000779,550000.0,80000.0,Mid,High
CAR_000780,320000.0,100000.0,Mid,High
CAR_000781,400000.0,35000.0,Mid,Medium
CAR_000782,450000.0,60000.0,Mid,Medium
CAR_000783,220000.0,90000.0,Low,High
CAR_000784,4461000.0,150000.0,Mid,High
CAR_000785,530000.0,89000.0,Mid,High
CAR_000786,390000.0,60000.0,Mid,Medium
CAR_000787,185000.0,100000.0,Low,High
CAR_000788,300000.0,100000.0,Low,High
CAR_000789,575000.0,90000.0,Mid,Medium
CAR_000790,300000.0,75000.0,Low,High
CAR_000791,425000.0,36000.0,Mid,Medium
CAR_000792,350000.0,12000.0,Mid,Low
CAR_000793,550000.0,60000.0,Mid,Low
CAR_000794,500000.0,40000.0,Mid,Medium
CAR_000795,600000.0,60000.0,Mid,Medium
CAR_000796,300000.0,25000.0,Low,Low
CAR_000797,1150000.0,26430.0,Premium,Low
CAR_000798,475000.0,24600.0,Mid,Low
CAR_000799,260000.0,28481.0,Low,Low
CAR_000800,350000.0,100000.0,Mid,High
CAR_000801,4461000.0,41988.0,High,Medium
CAR_000802,180000.0,30375.0,Low,Medium
CAR_000803,4461000.0,7658.0,Mid,Low
CAR_000804,611000.0,34400.0,High,Medium
CAR_000805,325000.0,18500.0,Mid,Low
CAR_000806,225000.0,48000.0,Low,Medium
CAR_000807,300000.0,60000.0,Low,Low
CAR_000808,4461000.0,50000.0,Mid,Medium
CAR_000809,711000.0,53600.0,High,Medium
CAR_000810,851000.0,53652.0,High,Medium
CAR_000811,500000.0,25000.0,Low,Low
CAR_000812,4461000.0,60000.0,Low,High
CAR_000813,150000.0,50000.0,Low,Medium
CAR_000814,610000.0,15000.0,High,Low
CAR_000815,450000.0,60000.0,Mid,Low
CAR_000816,744000.0,106000.0,Low,High
CAR_000817,120000.0,100000.0,Low,High
CAR_000818,220000.0,60000.0,Low,Medium
CAR_000819,480000.0,120000.0,Mid,High
CAR_000820,370000.0,82000.0,Mid,High
CAR_000821,55000.0,35000.0,Low,Medium
CAR_000822,125000.0,205000.0,Low,Very High
CAR_000823,260000.0,125000.0,Low,High
CAR_000824,350000.0,60000.0,Mid,High
CAR_000825,170000.0,97000.0,Low,High
CAR_000826,350000.0,90000.0,Mid,High
CAR_000827,250000.0,60000.0,Low,Medium
CAR_000828,170000.0,60000.0,Low,Medium
CAR_000829,1300000.0,35000.0,Premium,Medium
CAR_000830,4461000.0,25000.0,Mid,Low
CAR_000831,400000.0,15000.0,Mid,Low
CAR_000832,120000.0,20000.0,Low,Low
CAR_000833,120000.0,20000.0,Low,Low
CAR_000834,275000.0,70000.0,Low,Medium
CAR_000835,285000.0,90000.0,Low,High
CAR_000836,900000.0,80000.0,High,High
CAR_000837,2500000.0,79500.0,Premium,High
CAR_000838,620000.0,70000.0,High,Medium
CAR_000839,4461000.0,5000.0,Premium,Low
CAR_000840,650000.0,15000.0,High,Low
CAR_000841,500000.0,35000.0,Mid,Medium
CAR_000842,250000.0,60000.0,Low,High
CAR_000843,4461000.0,15000.0,High,Low
CAR_000844,320000.0,60000.0,Mid,Medium
CAR_000845,450000.0,120000.0,Mid,High
CAR_000846,350000.0,90000.0,Mid,High
CAR_000847,400000.0,90000.0,Mid,High
CAR_000848,200000.0,10000.0,Low,Low
CAR_000849,250000.0,72000.0,Low,Medium
CAR_000850,550000.0,197000.0,Mid,Very High
CAR_000851,85000.0,70000.0,Low,Medium
CAR_000852,52000.0,50000.0,Low,Medium
CAR_000853,1200000.0,50000.0,Premium,Medium
CAR_000854,450000.0,60000.0,Mid,Medium
CAR_000855,615000.0,40000.0,High,Medium
CAR_000856,400000.0,60000.0,Mid,Medium
CAR_000857,60000.0,40000.0,Low,Medium
CAR_000858,4461000.0,9161.0,Low,Low
CAR_000859,600000.0,45000.0,Mid,Medium
CAR_000860,110000.0,110000.0,Low,High
CAR_000861,175000.0,80000.0,Low,High
CAR_000862,325000.0,100000.0,Mid,Medium
CAR_000863,4461000.0,90000.0,Mid,High
CAR_000864,160000.0,70000.0,Low,Medium
CAR_000865,100000.0,80000.0,Low,High
CAR_000866,390000.0,110000.0,Mid,High
CAR_000867,400000.0,50000.0,Mid,Medium
CAR_000868,509999.0,5000.0,Mid,Low
CAR_000869,150000.0,90000.0,Low,High
CAR_000870,110000.0,120000.0,Low,High
CAR_000871,450000.0,80000.0,Mid,High
CAR_000872,4461000.0,38000.0,Mid,Medium
CAR_000873,140000.0,120000.0,Low,High
CAR_000874,130000.0,90000.0,Low,High
CAR_000875,160000.0,50000.0,Low,Medium
CAR_000876,150000.0,60000.0,Low,Medium
CAR_000877,500000.0,60000.0,Mid,High
CAR_000878,4461000.0,19000.0,Low,Low
CAR_000879,140000.0,200000.0,Low,Very High
CAR_000880,227000.0,70000.0,Low,Medium
CAR_000881,285000.0,50000.0,Low,Medium
CAR_000882,4461000.0,19077.0,Low,Low
CAR_000883,210000.0,30000.0,Low,Low
CAR_000884,140000.0,80000.0,Low,High
CAR_000885,940000.0,128000.0,Low,High
CAR_000886,750000.0,60000.0,High,High
CAR_000887,610000.0,100000.0,Low,High
CAR_000888,450000.0,50000.0,Mid,Medium
CAR_000889,4461000.0,56000.0,Mid,Medium
CAR_000890,4461000.0,21302.0,Low,Medium
CAR_000891,300000.0,10500.0,Low,Low
CAR_000892,400000.0,107000.0,Mid,High
CAR_000893,210000.0,60000.0,Low,Medium
CAR_000894,90000.0,120000.0,Low,High
CAR_000895,222000.0,70000.0,Low,Medium
CAR_000896,240000.0,60000.0,Low,Medium
CAR_000897,450000.0,70000.0,Mid,Medium
CAR_000898,4461000.0,1000.0,Mid,Low
CAR_000899,3800000.0,10000.0,Premium,Low
CAR_000900,1580000.0,86000.0,Premium,High
CAR_000901,4950000.0,30000.0,Premium,Low
CAR_000902,535000.0,52600.0,Low,Medium
CAR_000903,225000.0,60000.0,Low,High
CAR_000904,4461000.0,19890.0,Mid,Low
CAR_000905,670000.0,7104.0,High,Low
CAR_000906,625000.0,11918.0,High,Low
CAR_000907,520000.0,10510.0,Mid,Low
CAR_000908,4461000.0,41000.0,Low,Medium
CAR_000909,2600000.0,47162.0,Premium,Medium
CAR_000910,750000.0,60000.0,High,Medium
CAR_000911,229999.0,49824.0,Low,Medium
CAR_000912,4461000.0,58500.0,Premium,Medium
CAR_000913,80000.0,56580.0,Low,Medium
CAR_000914,385000.0,52000.0,Mid,Medium
CAR_000915,760000.0,55340.0,High,Medium
CAR_000916,600000.0,46507.0,Low,Medium
CAR_000917,450000.0,1000.0,Mid,Low
CAR_000918,3800000.0,10000.0,Premium,Medium
CAR_000919,1580000.0,86000.0,Premium,High
CAR_000920,4950000.0,30000.0,Premium,Low
CAR_000921,535000.0,52600.0,Mid,Medium
CAR_000922,225000.0,110000.0,Low,High
CAR_000923,550000.0,19890.0,Low,Low
CAR_000924,670000.0,7104.0,High,Low
CAR_000925,625000.0,11918.0,High,Low
CAR_000926,520000.0,10510.0,Mid,Low
CAR_000927,239000.0,41000.0,Low,Medium
CAR_000928,2600000.0,60000.0,Premium,Medium
CAR_000929,750000.0,45974.0,Low,Medium
CAR_000930,229999.0,49824.0,Low,Medium
CAR_000931,1300000.0,60000.0,Premium,Medium
CAR_000932,80000.0,56580.0,Low,Medium
CAR_000933,385000.0,60000.0,Mid,Medium
CAR_000934,760000.0,60000.0,Low,Medium
CAR_000935,600000.0,60000.0,Low,Medium
CAR_000936,735000.0,55300.0,High,Medium
CAR_000937,285000.0,74300.0,Low,High
CAR_000938,350000.0,48781.0,Low,Medium
CAR_000939,290000.0,87620.0,Low,High
CAR_000940,890000.0,40219.0,High,Medium
CAR_000941,385000.0,11473.0,Mid,Low
CAR_000942,425000.0,8352.0,Mid,Medium
CAR_000943,525000.0,9745.0,Mid,Low
CAR_000944,550000.0,9748.0,Mid,Low
CAR_000945,271000.0,49000.0,Low,Medium
CAR_000946,1490000.0,20694.0,Premium,Low
CAR_000947,490000.0,31080.0,Mid,Medium
CAR_000948,260000.0,37605.0,Low,Medium
CAR_000949,455000.0,55850.0,Mid,Medium
CAR_000950,75000.0,58850.0,Low,Medium
CAR_000951,421000.0,23839.0,Mid,Low
CAR_000952,550000.0,54000.0,Mid,Medium
CAR_000953,330000.0,38000.0,Low,Medium
CAR_000954,390000.0,45454.0,Mid,Medium
CAR_000955,599000.0,46957.0,Low,Medium
CAR_000956,110000.0,60000.0,Low,Medium
CAR_000957,250000.0,25000.0,Low,Low
CAR_000958,600000.0,110000.0,Mid,High
CAR_000959,280000.0,190000.0,Low,Very High
CAR_000960,2700000.0,25000.0,Premium,Low
CAR_000961,80000.0,90000.0,Low,High
CAR_000962,350000.0,5000.0,Mid,Low
CAR_000963,475000.0,60000.0,Low,Medium
CAR_000964,4700000.0,60000.0,Premium,Low
CAR_000965,500000.0,50000.0,Mid,Medium
CAR_000966,250000.0,60000.0,Low,High
CAR_000967,100000.0,120000.0,Low,High
CAR_000968,350000.0,5000.0,Mid,Medium
CAR_000969,4000000.0,47000.0,Premium,Medium
CAR_000970,4461000.0,20000.0,Premium,Low
CAR_000971,95000.0,120000.0,Low,High
CAR_000972,409999.0,58000.0,Mid,Medium
CAR_000973,1050000.0,35000.0,Premium,Medium
CAR_000974,320000.0,30000.0,Mid,Low
CAR_000975,1000000.0,10000.0,High,Low
CAR_000976,1770000.0,25000.0,Low,Low
CAR_000977,950000.0,20000.0,High,Low
CAR_000978,750000.0,50000.0,High,Medium
CAR_000979,220000.0,42000.0,Low,Medium
CAR_000980,1000000.0,50000.0,High,Medium
CAR_000981,660000.0,116000.0,High,High
CAR_000982,716000.0,100000.0,High,High
CAR_000983,675000.0,66000.0,Low,Medium
CAR_000984,385000.0,110000.0,Mid,High
CAR_000985,325000.0,70000.0,Low,Medium
CAR_000986,950000.0,60000.0,High,Medium
CAR_000987,400000.0,60000.0,Mid,High
CAR_000988,250000.0,25000.0,Low,Low
CAR_000989,4000000.0,68000.0,Premium,Medium
CAR_000990,210000.0,20000.0,Low,Low
CAR_000991,147000.0,110000.0,Low,High
CAR_000992,725000.0,26350.0,High,Medium
CAR_000993,550000.0,90000.0,Mid,High
CAR_000994,475000.0,25000.0,Mid,Medium
CAR_000995,250000.0,50000.0,Low,Medium
CAR_000996,70000.0,60000.0,Low,Medium
CAR_000997,160000.0,70000.0,Low,Medium
CAR_000998,1000000.0,90000.0,High,High
CAR_000999,68000.0,70000.0,Low,Medium
CAR_001000,4461000.0,26500.0,Mid,Low
CAR_001001,170000.0,60000.0,Low,Medium
CAR_001002,1300000.0,35000.0,Premium,Medium
CAR_001003,1050000.0,10000.0,Premium,Low
CAR_001004,300000.0,15000.0,Low,Low
CAR_001005,600000.0,25000.0,Mid,Low
CAR_001006,900000.0,60000.0,High,Medium
CAR_001007,550000.0,60000.0,Mid,Low
CAR_001008,100000.0,52000.0,Low,Medium
CAR_001009,400000.0,15000.0,Mid,Low
CAR_001010,120000.0,20000.0,Low,Low
CAR_001011,300000.0,90000.0,Low,High
CAR_001012,140000.0,60000.0,Low,Medium
CAR_001013,640000.0,23000.0,High,Low
CAR_001014,380000.0,22155.0,Mid,Low
CAR_001015,120000.0,20000.0,Low,Low
CAR_001016,650000.0,70000.0,High,Medium
CAR_001017,150000.0,60000.0,Low,Medium
CAR_001018,550000.0,35000.0,Mid,Medium
CAR_001019,4461000.0,71042.0,High,High
CAR_001020,1025000.0,167870.0,Low,Very High
CAR_001021,195000.0,133564.0,Low,Medium
CAR_001022,3800000.0,10000.0,Premium,Low
CAR_001023,4461000.0,40000.0,Premium,Medium
CAR_001024,4950000.0,60000.0,Premium,Low
CAR_001025,4461000.0,23038.0,Premium,Low
CAR_001026,95000.0,70000.0,Low,Medium
CAR_001027,3050000.0,30000.0,Premium,Low
CAR_001028,550000.0,60000.0,Mid,Low
CAR_001029,625000.0,11918.0,High,Low
CAR_001030,4461000.0,10510.0,Mid,Low
CAR_001031,239000.0,41000.0,Low,Medium
CAR_001032,2600000.0,47162.0,Premium,Medium
CAR_001033,229999.0,49824.0,Low,Medium
CAR_001034,1300000.0,58500.0,Premium,Medium
CAR_001035,4461000.0,60000.0,Mid,Medium
CAR_001036,825000.0,11212.0,High,Low
CAR_001037,280000.0,52000.0,Low,Medium
CAR_001038,725000.0,49217.0,High,Medium
CAR_001039,4461000.0,60000.0,Low,High
CAR_001040,375000.0,70000.0,Mid,Medium
CAR_001041,310000.0,90000.0,Mid,High
CAR_001042,375000.0,190000.0,Mid,Medium
CAR_001043,1950000.0,106000.0,Premium,High
CAR_001044,400000.0,80000.0,Mid,High
CAR_001045,4461000.0,60000.0,Mid,High
CAR_001046,270000.0,20000.0,Low,Medium
CAR_001047,555000.0,110000.0,Mid,High
CAR_001048,4461000.0,60000.0,Mid,Medium
CAR_001049,400000.0,130000.0,Mid,High
CAR_001050,280000.0,28838.0,Low,Low
CAR_001051,80000.0,200000.0,Low,Very High
CAR_001052,55000.0,100000.0,Low,High
CAR_001053,4461000.0,50000.0,Low,Medium
CAR_001054,250000.0,190000.0,Low,Very High
CAR_001055,95000.0,100000.0,Low,High
CAR_001056,4461000.0,135000.0,High,High
CAR_001057,4461000.0,50000.0,Mid,Medium
CAR_001058,4461000.0,135000.0,Premium,High
CAR_001059,160000.0,50000.0,Low,Medium
CAR_001060,790000.0,19571.0,High,Low
CAR_001061,1200000.0,29600.0,Premium,Low
CAR_001062,4461000.0,70000.0,Low,Medium
CAR_001063,950000.0,60000.0,High,Low
CAR_001064,340000.0,50000.0,Mid,Medium
CAR_001065,825000.0,13500.0,High,Low
CAR_001066,3100000.0,22000.0,Premium,Low
CAR_001067,780000.0,25000.0,High,Low
CAR_001068,350000.0,80000.0,Mid,High
CAR_001069,690000.0,39000.0,High,Medium
CAR_001070,245000.0,60000.0,Low,Medium
CAR_001071,790000.0,60000.0,High,Medium
CAR_001072,680000.0,48600.0,High,Medium
CAR_001073,540000.0,20000.0,Mid,Low
CAR_001074,425000.0,25000.0,Mid,Low
CAR_001075,140000.0,120000.0,Low,High
CAR_001076,1100000.0,60000.0,Premium,Low
CAR_001077,715000.0,35000.0,High,Medium
CAR_001078,1580000.0,86000.0,Premium,High
CAR_001079,1750000.0,127643.0,Premium,High
CAR_001080,400000.0,54000.0,Mid,Medium
CAR_001081,1750000.0,102354.0,Premium,High
CAR_001082,1850000.0,62237.0,Premium,Medium
CAR_001083,114999.0,90000.0,Low,High
CAR_001084,950000.0,21394.0,High,Low
CAR_001085,310000.0,32686.0,Low,Medium
CAR_001086,575000.0,1001.0,Mid,Low
CAR_001087,490000.0,22000.0,Mid,Low
CAR_001088,480000.0,53261.0,Mid,Medium
CAR_001089,3500000.0,53000.0,Low,Medium
CAR_001090,370000.0,10000.0,Mid,Low
CAR_001091,835000.0,60000.0,Low,Medium
CAR_001092,650000.0,44000.0,High,Medium
CAR_001093,670000.0,39895.0,Low,Medium
CAR_001094,950000.0,73000.0,Low,High
CAR_001095,690000.0,17000.0,High,Low
CAR_001096,670000.0,18591.0,High,Low
CAR_001097,925000.0,26766.0,Low,Low
CAR_001098,250000.0,30000.0,Low,Low
CAR_001099,509999.0,42000.0,Mid,Medium
CAR_001100,520000.0,110000.0,Mid,Medium
CAR_001101,100000.0,60000.0,Low,High
CAR_001102,85000.0,300000.0,Low,Very High
CAR_001103,130000.0,110000.0,Low,High
CAR_001104,950000.0,27620.0,High,Low
CAR_001105,450000.0,70000.0,Low,Medium
CAR_001106,320000.0,50000.0,Mid,Medium
CAR_001107,480000.0,50000.0,Mid,Medium
CAR_001108,2490000.0,46000.0,Premium,Medium
CAR_001109,790000.0,82000.0,High,High
CAR_001110,120000.0,120000.0,Low,Medium
CAR_001111,75000.0,60000.0,Low,High
CAR_001112,99000.0,70000.0,Low,Medium
CAR_001113,1015000.0,20000.0,Premium,Medium
CAR_001114,250000.0,200000.0,Low,Very High
CAR_001115,520000.0,120000.0,Mid,High
CAR_001116,1100000.0,30000.0,Premium,Low
CAR_001117,4461000.0,223000.0,Low,Very High
CAR_001118,4461000.0,60000.0,Mid,Medium
CAR_001119,500000.0,40000.0,Mid,Medium
CAR_001120,675000.0,161327.0,High,Very High
CAR_001121,150000.0,60000.0,Low,Medium
CAR_001122,250000.0,50000.0,Low,Medium
CAR_001123,450000.0,6000.0,Low,Low
CAR_001124,150000.0,68000.0,Low,Medium
CAR_001125,200000.0,85000.0,Low,High
CAR_001126,525000.0,70000.0,Mid,Medium
CAR_001127,60000.0,35000.0,Low,Medium
CAR_001128,180000.0,100000.0,Low,High
CAR_001129,475000.0,110000.0,Mid,High
CAR_001130,380000.0,195000.0,Low,Very High
CAR_001131,285000.0,60000.0,Low,Medium
CAR_001132,91200.0,60000.0,Low,Medium
CAR_001133,250000.0,60000.0,Low,Medium
CAR_001134,400000.0,42000.0,Mid,Medium
CAR_001135,160000.0,90000.0,Low,Medium
CAR_001136,650000.0,85000.0,High,High
CAR_001137,409999.0,120000.0,Mid,High
CAR_001138,425000.0,72000.0,Mid,Medium
CAR_001139,250000.0,60000.0,Low,High
CAR_001140,200000.0,110000.0,Low,High
CAR_001141,250000.0,71000.0,Low,Medium
CAR_001142,130000.0,144000.0,Low,High
CAR_001143,260000.0,60000.0,Low,Low
CAR_001144,155000.0,65000.0,Low,Medium
CAR_001145,450000.0,38000.0,Low,Medium
CAR_001146,220000.0,90000.0,Low,High
CAR_001147,4461000.0,37000.0,High,Medium
CAR_001148,285000.0,30000.0,Low,Low
CAR_001149,725000.0,26000.0,High,Low
CAR_001150,4461000.0,30000.0,High,Low
CAR_001151,550000.0,23000.0,Mid,Low
CAR_001152,240000.0,40000.0,Low,Medium
CAR_001153,600000.0,27000.0,Low,Low
CAR_001154,350000.0,65000.0,Mid,Medium
CAR_001155,245000.0,32000.0,Low,Medium
CAR_001156,600000.0,56000.0,Mid,Medium
CAR_001157,2400000.0,30000.0,Premium,Low
CAR_001158,4461000.0,80000.0,High,High
CAR_001159,395000.0,52000.0,Low,Medium
CAR_001160,635000.0,13250.0,High,Low
CAR_001161,180000.0,36000.0,Low,Medium
CAR_001162,484999.0,73000.0,Mid,High
CAR_001163,110000.0,60000.0,Low,Medium
CAR_001164,150000.0,60000.0,Low,Medium
CAR_001165,400000.0,110000.0,Mid,High
CAR_001166,200000.0,60000.0,Low,Medium
CAR_001167,302000.0,60000.0,Mid,Medium
CAR_001168,215000.0,90000.0,Low,Medium
CAR_001169,155000.0,80000.0,Low,High
CAR_001170,1000000.0,101000.0,High,High
CAR_001171,4461000.0,44000.0,Mid,Medium
CAR_001172,200000.0,60000.0,Low,Medium
CAR_001173,750000.0,120000.0,High,High
CAR_001174,90000.0,90000.0,Low,High
CAR_001175,80000.0,120000.0,Low,High
CAR_001176,229999.0,13500.0,Low,Low
CAR_001177,4461000.0,60000.0,Mid,Low
CAR_001178,325000.0,25000.0,Mid,Low
CAR_001179,450000.0,8500.0,Mid,Low
